A1,A2,Target
0.30586911055075744,4.972316778193452,1.0
-0.38618892116476594,5.1003041406513985,0.0
-0.1259819963563869,5.1013617622773655,0.0
0.9396848849284011,5.050900394232029,0.0
0.0740997443780213,5.097216668727998,0.0
1.8715462929870137,5.016473567952394,1.0
1.2613784214626584,4.963061289377311,1.0
0.09599662724218921,5.0990562467854454,0.0
1.665623302144733,4.9839623623872615,1.0
-0.5138840476930036,5.076498820209884,0.0
-0.04078718984451579,4.998729970789715,1.0
0.7956808434608151,4.97475867392549,1.0
1.750412656916138,4.9821958644569815,1.0
1.0218651849076752,4.948244252381108,1.0
0.21979955813628155,5.11323012769419,0.0
-0.9268508845822448,5.014790398112539,0.0
0.38375553247760874,5.088642998325488,0.0
0.4567033868077105,4.974611851197279,1.0
-0.9250807728737759,5.037959320908172,0.0
0.7697318657333295,4.949329465467517,1.0
1.5311849506008046,4.955959843067913,1.0
-0.11005898157498703,5.104075032122923,0.0
0.2503103025448342,4.966957322251067,1.0
-1.0148541114883196,5.02151341579536,0.0
-0.5005495011144272,5.10889368105585,0.0
0.7344177511352743,5.054389558704747,0.0
-0.8611851953152769,5.057691748317396,0.0
1.9879226766770526,5.031144107213763,1.0
0.21360928535042922,5.063145579362803,1.0
0.06902008370405562,4.997411226843832,1.0
0.33312637783435173,4.959291232532229,1.0
-0.728655856472382,5.070820899104227,0.0
-0.4695318858568351,5.086342195693937,0.0
1.8143009867400053,4.97894256321401,1.0
1.7914942091405692,4.988553435096983,1.0
-0.8161956436734299,5.066500923603715,0.0
1.9268860067454325,5.0087204469373185,1.0
1.0085026905049097,5.0146699000233586,0.0
1.4952285946072472,4.9608028127410515,1.0
-1.0731567158406266,5.00434855226695,0.0
0.6466956587454502,5.089626787068364,0.0
1.2910075141773123,4.959992372941186,1.0
0.29574318102133024,4.97409412850715,1.0
-0.9163214852082399,4.9964552162904265,0.0
0.5224018634455966,5.090738604613719,0.0
1.9451540869433828,4.999192183076166,1.0
2.106772515953778,5.033620839911144,1.0
1.9249885841807404,5.007433915847047,1.0
-0.061535047597369885,5.096034540180588,0.0
1.3521193718007114,4.9468760073514835,1.0
-0.8803499892682104,5.040012473516881,0.0
-0.5010902170683332,5.096738023676833,0.0
-0.33945065549915,5.068163575046455,0.0
0.8152731405333085,5.070486526062764,0.0
-0.8240912999411765,5.0687722361530945,0.0
-0.03346108044640542,5.02238262140459,1.0
0.30937970838922435,4.977316892341057,1.0
0.02779496835805594,5.025122871669746,1.0
0.568134378976676,5.076217632503767,0.0
0.2296821344867528,5.011429784634616,1.0
-0.5814713818948221,5.066192469868976,0.0
1.3715334352329709,4.955348640365857,1.0
0.22645503706391176,5.000452070482505,1.0
0.804619241273815,4.952427491439467,1.0
0.3004154738136314,4.989810949206259,1.0
0.9672303092657089,5.004117092644781,0.0
0.16812052518965376,4.979403274521613,1.0
-1.1486289295377947,4.991685615357342,0.0
1.06008984367971,5.016824375827783,0.0
0.20289925117676322,4.985295298909373,1.0
2.070655138021434,5.053482146095345,1.0
-0.03782846273338941,5.025325181718029,1.0
-0.4767161972751492,5.071417419106681,0.0
0.137705370950521,5.013812356747412,1.0
0.033633849776278854,5.0958945389984525,0.0
-0.743759391878386,5.089184784698704,0.0
1.4464580521622943,4.983901692196667,1.0
-0.6419019197381893,5.073037099392817,0.0
0.6255016801233382,5.066573959008788,0.0
0.08760828774718485,5.055770362033745,1.0
-0.8368439826117073,5.040025019751127,0.0
0.17697076819911814,5.016531891435724,1.0
1.1890672957425068,5.032005566878997,0.0
1.806912971186476,4.992593791979105,1.0
1.4586411448913947,4.985777725206077,1.0
1.0034870198662764,4.939795912182616,1.0
0.580972916591059,5.097407308648323,0.0
-0.6999343713930066,5.07343840281406,0.0
0.3375379922235281,4.980906186004284,1.0
0.26538020903564197,4.99604176154605,1.0
0.8905679581460679,5.005087742092327,0.0
-0.604275206570387,5.091841918450347,0.0
-0.04648850462624973,5.088134373554144,0.0
-0.94270351272345,5.0185544604829735,0.0
0.891048256026284,4.95394539446483,1.0
0.8793504634065158,5.046858465610787,0.0
-0.6454595947286308,5.067481774957221,0.0
2.0249928165490814,5.024075165573105,1.0
0.22358159702988978,5.090943976820624,0.0
0.7428530415806103,5.045197536345297,0.0
1.823473128888492,5.003366112962351,1.0
-1.0169403857463932,5.029518193705803,0.0
-0.43608723639855324,5.071460710945644,0.0
1.331083439731667,4.951840424462446,1.0
-0.14273109595741296,5.102690897414476,0.0
0.8640903743329287,4.945799118247729,1.0
2.063266091250915,4.992166588906878,1.0
1.6073325032124477,4.96958782126105,1.0
1.7588406882671561,4.9723064428283825,1.0
1.1856590636755067,4.9556323875778645,1.0
0.468617528783919,4.979517967029385,1.0
1.4423688998198059,4.941349905532955,1.0
0.012527809286528052,5.101489869171036,0.0
-0.9497686338249117,5.040834327079759,0.0
0.8699699144611643,5.043412298116738,0.0
0.17310016255601365,4.968571914013929,1.0
1.7919555215932128,5.0048807050778805,1.0
-0.599930862381447,5.066847323214121,0.0
-0.8238746842080495,5.001797475076836,0.0
